Year,Date,Time,GameType,Team1,Team2,Network,Rating,Viewers,Notes
2014,11/15/2020,7:15 PM,Regular Season,Auburn,Georgia,ESPN,2.6,4.61,
2014,11/15/2020,3:30 PM,Regular Season,Nebraska,Wisconsin,ABC,2.4,4.03,
2014,11/15/2020,3:30 PM,Regular Season,Northwestern,Notre Dame,NBC,1.8,2.96,
2014,11/15/2020,12:00 PM,Regular Season,Clemson,Georgia Tech,ESPN,1.3,1.81,
2014,11/15/2020,10:45 PM,Regular Season,Arizona State,Oregon State,ESPN,1.2,1.87,
2014,11/15/2020,7:30 PM,Regular Season,Texas,Oklahoma State,FOX,1.1,2.03,
2014,11/15/2020,8:00 PM,Regular Season,LSU,Arkansas,ESPN2,1,1.85,
2014,11/15/2020,3:30 PM,Regular Season,Oklahoma,Texas Tech,ESPN,0.9,1.36,
2014,11/15/2020,3:30 PM,Regular Season,Washington,Arizona,FOX,0.7,1.03,
2014,11/15/2020,12:00 PM,Regular Season,Temple,Penn State,ESPN2,0.5,0.817,
2014,11/15/2020,12:00 PM,Regular Season,Virginia Tech,Duke,ESPNU,0.5,0.633,
2014,11/15/2020,3:00 PM,Regular Season,TCU,Kansas,FS1,0.4,0.649,
2014,11/15/2020,11:43 PM,Regular Season,San Diego State,Boise State,ESPNU,0.3,0.433,
2014,11/15/2020,7:00 PM,Regular Season,UNLV,Brigham Young,ESPNU,0.1,0.235,
2014,11/15/2020,3:30 PM,Regular Season,Memphis,Tulane,ESPNU,0.1,0.095,
2014,11/15/2020,10:00 PM,Regular Season,North Texas,UTEP,FS1,0,0.075,
2014,11/15/2020,4:00 PM,Regular Season,New Mexico,Utah State,ESPNEWS,0,0.06,
2014,11/4/2020,8:00 PM,Regular Season,Bowling Green,Akron,ESPN2,0.3,0.34,
2014,11/4/2020,8:00 PM,Regular Season,Toledo,Kent State,ESPNU,0.1,0.113,
2014,11/5/2020,8:00 PM,Regular Season,Northern Illinois,Ball State,ESPN2,0.4,0.533,
2014,11/5/2020,8:00 PM,Regular Season,Buffalo,Ohio,ESPNU,0.1,0.081,
2014,11/6/2020,7:30 PM,Regular Season,Clemson,Wake Forest,ESPN,1.2,1.9,
2014,11/7/2020,8:00 PM,Regular Season,Utah State,Wyoming,ESPN2,0.4,0.603,
2014,11/7/2020,7:30 PM,Regular Season,Memphis,Temple,ESPNU,0.2,0.307,
2014,11/8/2020,8:00 PM,Regular Season,Alabama,LSU,CBS,5.3,9.11,
2014,11/8/2020,3:30 PM,Regular Season,Texas A&M,Auburn,CBS,4.4,7.21,
2014,11/8/2020,8:00 PM,Regular Season,Ohio State,Michigan State,ABC,3.9,6.83,
2014,11/8/2020,3:30 PM,Regular Season,Notre Dame,Arizona State,ABC,3,4.67,
2014,11/8/2020,12:00 PM,Regular Season,Georgia,Kentucky,ESPN,1.9,2.74,
2014,11/8/2020,10:30 PM,Regular Season,Oregon,Utah,ESPN,1.6,2.7,
2014,11/8/2020,7:30 PM,Regular Season,Kansas State,TCU,FOX,1.3,2.25,
2014,11/8/2020,12:00 PM,Regular Season,Baylor,Oklahoma,FS1,1.3,2.05,
2014,11/8/2020,6:30 PM,Regular Season,Virginia,Florida State,ESPN,1.2,1.91,
2014,11/8/2020,3:30 PM,Regular Season,Michigan,Northwestern,ESPN2,1,1.57,
2014,11/8/2020,3:30 PM,Regular Season,West Virginia,Texas,FS1,0.8,1.32,
2014,11/8/2020,12:00 PM,Regular Season,Iowa,Minnesota,ESPN2,0.8,1.05,
2014,11/8/2020,12:00 PM,Regular Season,Wisconsin,Purdue,ESPNU,0.5,0.848,
2014,11/8/2020,7:00 PM,Regular Season,UCLA,Washington,FS1,0.4,0.574,
2014,11/8/2020,7:15 PM,Regular Season,Louisville,Boston College,ESPN2,0.3,0.433,
2014,11/8/2020,3:30 PM,Regular Season,Tulane,Houston,ESPNU,0.1,0.154,
2014,11/8/2020,7:00 PM,Regular Season,Hawaii,Colorado State,ESPNU,0.1,0.14,
2014,10/30/2020,7:30 PM,Regular Season,Florida State,Louisville,ESPN,3.1,4.97,
2014,10/30/2020,7:30 PM,Regular Season,Troy,Georgia Southern,ESPNU,0.1,0.085,
2014,10/31/2020,8:00 PM,Regular Season,Cincinnati,Tulane,ESPN2,0.4,0.648,
2014,10/31/2020,8:00 PM,Regular Season,Tulsa,Memphis,ESPNU,0.2,0.249,
2014,11/1/2020,3:30 PM,Regular Season,Florida,Georgia,CBS,3.7,5.71,
2014,11/1/2020,7:00 PM,Regular Season,Auburn,Ole Miss,ESPN,3.4,5.8,
2014,11/1/2020,3:30 PM,Regular Season,TCU,West Virginia,ABC,2.7,2.725,
2014,11/1/2020,3:30 PM,Regular Season,Purdue,Nebraska,ABC,2.7,2.725,
2014,11/1/2020,8:00 PM,Regular Season,Notre Dame,Navy,CBS,2.3,3.89,
2014,11/1/2020,8:00 PM,Regular Season,Illinois,Ohio State,ABC,2.1,3.62,
2014,11/1/2020,8:00 PM,Regular Season,Oklahoma State,Kansas State,ABC,2.1,3.62,
2014,11/1/2020,10:30 PM,Regular Season,Arizona,UCLA,ESPN,1.7,2.55,
2014,11/1/2020,7:30 PM,Regular Season,Stanford,Oregon,FOX,1.5,2.48,
2014,11/1/2020,7:15 PM,Regular Season,Arkansas,Mississippi State,ESPN2,1.4,2.3,
2014,11/1/2020,12:00 PM,Regular Season,Wisconsin,Rutgers,ESPN,1.4,1.94,
2014,11/1/2020,12:00 PM,Regular Season,Maryland,Penn State,ESPN2,1.1,1.71,
2014,11/1/2020,11:30 AM,Regular Season,Air Force,Army,CBS,1.1,1.66,
2014,11/1/2020,12:00 PM,Regular Season,Duke,Pittsburgh,ESPNU,0.6,0.863,
2014,11/1/2020,11:00 PM,Regular Season,Utah,Arizona State,FS1,0.5,0.792,
2014,11/1/2020,12:00 PM,Regular Season,Oklahoma,Iowa State,FS1,0.5,0.763,
2014,11/1/2020,7:30 PM,Regular Season,Texas,Texas Tech,FS1,0.4,0.791,
2014,11/1/2020,10:30 PM,Regular Season,Wyoming,Fresno State,ESPN2,0.3,0.414,
2014,11/1/2020,3:30 PM,Regular Season,Virginia,Georgia Tech,ESPNU,0.3,0.39,
2014,11/1/2020,4:00 PM,Regular Season,Kansas,Baylor,FS1,0.2,0.322,
2014,11/1/2020,12:00 PM,Regular Season,East Carolina,Temple,ESPNEWS,0.2,0.257,
2014,11/1/2020,4:00 PM,Regular Season,Houston,South Florida,ESPNEWS,0,0.068,
2014,11/1/2020,7:00 PM,Regular Season,Old Dominion,Vanderbilt,ESPNU,0,0.063,
2014,10/21/2020,8:00 PM,Regular Season,Arkansas State,Louisiana,ESPN2,0.3,0.374,
2014,10/23/2020,7:30 PM,Regular Season,Miami (FL),Virginia Tech,ESPN,0.8,1.22,
2014,10/23/2020,7:00 PM,Regular Season,UConn,East Carolina,ESPNU,0.3,0.395,
2014,10/24/2020,10:00 PM,Regular Season,Oregon,California,FS1,0.7,1.18,
2014,10/24/2020,9:00 PM,Regular Season,Brigham Young,Boise State,ESPN,0.6,1.02,
2014,10/24/2020,7:00 PM,Regular Season,South Florida,Cincinnati,ESPN2,0.4,0.576,
2014,10/24/2020,7:30 PM,Regular Season,Troy,South Alabama,ESPNU,0.1,0.105,
2014,10/25/2020,3:30 PM,Regular Season,Mississippi State,Kentucky,CBS,3.1,5,
2014,10/25/2020,7:15 PM,Regular Season,Ole Miss,LSU,ESPN,3,4.95,
2014,10/25/2020,8:00 PM,Regular Season,Ohio State,Penn State,ABC,2.9,4.67,
2014,10/25/2020,3:30 PM,Regular Season,Michigan,Michigan State,ABC,2.4,3.8,
2014,10/25/2020,12:00 PM,Regular Season,Texas,Kansas State,ESPN,2,3.06,
2014,10/25/2020,7:15 PM,Regular Season,Alabama,Tennessee,ESPN2,1.5,2.59,
2014,10/25/2020,3:30 PM,Regular Season,West Virginia,Oklahoma State,ESPN,1.2,1.78,
2014,10/25/2020,10:45 PM,Regular Season,Arizona State,Washington,ESPN,1.1,1.76,
2014,10/25/2020,3:30 PM,Regular Season,Texas Tech,TCU,FOX,0.8,1.17,
2014,10/25/2020,12:00 PM,Regular Season,Rutgers,Nebraska,ESPN2,0.8,1.13,
2014,10/25/2020,10:00 PM,Regular Season,USC,Utah,FS1,0.5,0.767,
2014,10/25/2020,3:30 PM,Regular Season,Oregon State,Stanford,ESPN2,0.4,0.731,
2014,10/25/2020,12:00 PM,Regular Season,Minnesota,Illinois,ESPNU,0.4,0.633,
2014,10/25/2020,7:00 PM,Regular Season,Syracuse,Clemson,ESPNU,0.4,0.614,
2014,10/25/2020,3:30 PM,Regular Season,Georgia Tech,Pittsburgh,ESPNU,0.2,0.352,
2014,10/25/2020,4:00 PM,Regular Season,UNLV,Utah State,ESPNEWS,0.1,0.138,
2014,10/25/2020,3:30 PM,Regular Season,Florida Atlantic,Marshall,FS1,0.1,0.137,
2014,10/25/2020,12:00 PM,Regular Season,Memphis,SMU,ESPNEWS,0.1,0.087,
2014,10/14/2020,8:00 PM,Regular Season,Louisiana,Texas State,ESPN2,0.3,0.436,
2014,10/16/2020,7:30 PM,Regular Season,Virginia Tech,Pittsburgh,ESPN,0.9,1.36,
2014,10/16/2020,10:00 PM,Regular Season,Utah,Oregon State,"FS2, Pac-12",0.1,0.086,
2014,10/17/2020,8:00 PM,Regular Season,Fresno State,Boise State,ESPN,1,1.62,
2014,10/17/2020,9:00 PM,Regular Season,Temple,Houston,ESPNU,0.2,0.25,
2014,10/18/2020,8:00 PM,Regular Season,Notre Dame,Florida State,ABC,7.9,13.25,
2014,10/18/2020,3:30 PM,Regular Season,Texas A&M,Alabama,CBS,2.8,4.2,
2014,10/18/2020,3:30 PM,Regular Season,Rutgers,Ohio State,ABC,2.4,2.255,
2014,10/18/2020,3:30 PM,Regular Season,UCLA,California,ABC,2.4,2.255,
2014,10/18/2020,12:00 PM,Regular Season,Kansas State,Oklahoma,ESPN,2.3,3.39,
2014,10/18/2020,7:00 PM,Regular Season,Tennessee,Ole Miss,ESPN,1.6,2.7,
2014,10/18/2020,3:30 PM,Regular Season,Michigan State,Indiana,ESPN,1.4,2.17,
2014,10/18/2020,12:00 PM,Regular Season,Baylor,West Virginia,FS1,1,1.64,
2014,10/18/2020,10:30 PM,Regular Season,Stanford,Arizona State,ESPN,0.9,1.31,
2014,10/18/2020,7:00 PM,Regular Season,Missouri,Florida,ESPN2,0.7,1.16,
2014,10/18/2020,4:00 PM,Regular Season,Oklahoma State,TCU,FS1,0.6,1.01,
2014,10/18/2020,8:00 PM,Regular Season,Washington,Oregon,FS1,0.5,1.13,
2014,10/18/2020,12:00 PM,Regular Season,Iowa,Maryland,ESPN2,0.5,0.77,
2014,10/18/2020,3:30 PM,Regular Season,Clemson,Boston College,ESPNU,0.4,0.559,
2014,10/18/2020,7:00 PM,Regular Season,Georgia Tech,North Carolina,ESPNU,0.3,0.461,
2014,10/18/2020,10:15 PM,Regular Season,Nevada,Brigham Young,ESPN2,0.2,0.404,
2014,10/18/2020,12:00 PM,Regular Season,Tulane,UCF,ESPNU,0.1,0.109,
2014,10/18/2020,12:00 PM,Regular Season,South Florida,Tulsa,ESPNEWS,0.1,0.084,
2014,10/9/2020,7:30 PM,Regular Season,Brigham Young,UCF,ESPN,0.9,1.34,
2014,10/10/2020,9:00 PM,Regular Season,Washington State,Stanford,ESPN,0.9,1.31,
2014,10/10/2020,9:30 PM,Regular Season,San Diego State,New Mexico,ESPNU,0.1,0.163,
2014,10/11/2020,3:30 PM,Regular Season,Auburn,Mississippi State,CBS,3.8,6,
2014,10/11/2020,3:30 PM,Regular Season,TCU,Baylor,ABC,2.8,2.4225,
2014,10/11/2020,3:30 PM,Regular Season,Michigan State,Purdue,ABC,2.8,2.4225,
2014,10/11/2020,12:00 PM,Regular Season,Texas,Oklahoma,ABC,2.8,4.24,
2014,10/11/2020,9:00 PM,Regular Season,Ole Miss,Texas A&M,ESPN,2.5,4.09,
2014,10/11/2020,6:00 PM,Regular Season,Alabama,Arkansas,ESPN,2.2,3.65,
2014,10/11/2020,3:30 PM,Regular Season,North Carolina,Notre Dame,NBC,2,3.19,
2014,10/11/2020,12:00 PM,Regular Season,Georgia,Missouri,CBS,2,2.99,
2014,10/11/2020,7:00 PM,Regular Season,Penn State,Michigan,ESPN2,1.4,2.36,
2014,10/11/2020,12:00 PM,Regular Season,Florida State,Syracuse,ESPN,1.3,1.95,
2014,10/11/2020,10:30 PM,Regular Season,USC,Arizona,ESPN2,1.2,1.79,
2014,10/11/2020,3:30 PM,Regular Season,Oregon,UCLA,FOX,1.1,1.75,
2014,10/11/2020,12:00 PM,Regular Season,Illinois,Wisconsin,ESPN2,0.7,1.05,
2014,10/11/2020,3:30 PM,Regular Season,Louisville,Clemson,ESPNU,0.3,0.568,
2014,10/11/2020,12:00 PM,Regular Season,West Virginia,Texas Tech,FS1,0.3,0.518,
2014,10/11/2020,12:00 PM,Regular Season,Indiana,Iowa,ESPNU,0.2,0.375,
2014,10/11/2020,7:00 PM,Regular Season,East Carolina,South Florida,ESPNU,0.2,0.32,
2014,10/11/2020,4:00 PM,Regular Season,Oklahoma State,Kansas,FS1,0.2,0.296,
2014,10/11/2020,10:15 PM,Regular Season,Air Force,Utah State,ESPNU,0.1,0.162,
2014,10/11/2020,8:00 PM,Regular Season,UConn,Tulane,ESPNEWS,0.1,0.129,
2014,10/11/2020,12:00 PM,Regular Season,Tulsa,Temple,ESPNEWS,0.1,0.077,
2014,10/2/2020,10:30 PM,Regular Season,Arizona,Oregon,ESPN,1.5,2.38,
2014,10/2/2020,7:00 PM,Regular Season,UCF,Houston,ESPN,0.5,0.744,
2014,10/3/2020,7:00 PM,Regular Season,Louisville,Syracuse,ESPN,1.1,1.64,
2014,10/3/2020,10:15 PM,Regular Season,Utah State,Brigham Young,ESPN,0.8,1.17,
2014,10/4/2020,3:30 PM,Regular Season,Alabama,Ole Miss,CBS,3.7,5.92,
2014,10/4/2020,8:00 PM,Regular Season,Nebraska,Michigan State,ABC,2.8,4.56,
2014,10/4/2020,12:00 PM,Regular Season,Texas A&M,Mississippi State,ESPN,2.6,4.1,
2014,10/4/2020,3:30 PM,Regular Season,Wake Forest,Florida State,ABC,2.3,3.58,
2014,10/4/2020,3:30 PM,Regular Season,Baylor,Texas,ABC,2.3,3.58,
2014,10/4/2020,3:30 PM,Regular Season,Stanford,Notre Dame,NBC,2.2,3.4,
2014,10/4/2020,12:00 PM,Regular Season,Ohio State,Maryland,ABC,2.2,3.35,
2014,10/4/2020,7:00 PM,Regular Season,LSU,Auburn,ESPN,2.1,3.74,
2014,10/4/2020,7:30 PM,Regular Season,Arizona State,USC,FOX,1.4,2.29,
2014,10/4/2020,3:30 PM,Regular Season,Oklahoma,TCU,FOX,1.3,2.21,
2014,10/4/2020,10:30 PM,Regular Season,Utah,UCLA,ESPN,1.3,2.03,
2014,10/4/2020,3:30 PM,Regular Season,Wisconsin,Northwestern,ESPN2,0.8,1.26,
2014,10/4/2020,7:30 PM,Regular Season,Miami (FL),Georgia Tech,ESPN2,0.7,1.13,
2014,10/4/2020,12:00 PM,Regular Season,Purdue,Illinois,ESPN2,0.4,0.585,
2014,10/4/2020,12:00 PM,Regular Season,Iowa State,Oklahoma State,FS1,0.3,0.511,
2014,10/4/2020,3:30 PM,Regular Season,NC State,Clemson,ESPNU,0.3,0.445,
2014,10/4/2020,7:00 PM,Regular Season,Texas Tech,Kansas State,ESPNU,0.2,0.48,
2014,10/4/2020,12:00 PM,Regular Season,SMU,East Carolina,ESPNU,0.1,0.147,
2014,10/4/2020,8:00 PM,Regular Season,UNLV,San Diego State,ESPNEWS,0,0.075,
2014,9/25/2020,7:30 PM,Regular Season,Texas Tech,Oklahoma State,ESPN,1.1,1.84,
2014,9/25/2020,10:00 PM,Regular Season,UCLA,Arizona State,FS1,0.6,0.883,
2014,9/25/2020,7:30 PM,Regular Season,Appalachian State,Georgia Southern,ESPNU,0.1,0.156,
2014,9/26/2020,8:00 PM,Regular Season,Fresno State,New Mexico,ESPN2,0.6,0.838,
2014,9/26/2020,8:00 PM,Regular Season,Middle Tennessee,Old Dominion,FS1,0.1,0.127,
2014,9/27/2020,3:30 PM,Regular Season,Florida State,NC State,ABC,3.5,3.2115,
2014,9/27/2020,3:30 PM,Regular Season,Minnesota,Michigan,ABC,3.5,3.2115,
2014,9/27/2020,12:00 PM,Regular Season,Tennessee,Georgia,ESPN,3.1,4.72,
2014,9/27/2020,3:30 PM,Regular Season,Arkansas,Texas A&M,CBS,2.7,4.38,
2014,9/27/2020,8:00 PM,Regular Season,Notre Dame,Syracuse,ABC,2.6,4.05,
2014,9/27/2020,7:00 PM,Regular Season,Missouri,South Carolina,ESPN,1.9,3.38,
2014,9/27/2020,10:30 PM,Regular Season,Oregon State,USC,ESPN,1.6,2.69,
2014,9/27/2020,4:00 PM,Regular Season,Stanford,Washington,FOX,1,1.44,
2014,9/27/2020,8:00 PM,Regular Season,Baylor,Iowa State,FOX,0.8,1.3,
2014,9/27/2020,7:30 PM,Regular Season,Duke,Miami (FL),ESPN2,0.7,1.16,
2014,9/27/2020,12:00 PM,Regular Season,Wyoming,Michigan State,ESPN2,0.5,0.803,
2014,9/27/2020,7:00 PM,Regular Season,North Carolina,Clemson,ESPNU,0.3,0.68,
2014,9/27/2020,12:00 PM,Regular Season,South Florida,Wisconsin,ESPNU,0.3,0.59,
2014,9/27/2020,4:50 PM,Regular Season,Texas,Kansas,FS1,0.3,0.529,
2014,9/27/2020,3:30 PM,Regular Season,Wake Forest,Louisville,ESPNU,0.2,0.309,
2014,9/27/2020,8:00 PM,Regular Season,Texas State,Tulsa,ESPNEWS,0.1,0.176,
2014,9/27/2020,4:00 PM,Regular Season,Temple,UConn,ESPNEWS,0.1,0.109,
2014,9/27/2020,12:00 PM,Regular Season,Tulane,Rutgers,ESPNEWS,0.1,0.107,
2014,9/18/2020,7:30 PM,Regular Season,Auburn,Kansas State,ESPN,2.3,3.85,
2014,9/18/2020,7:30 PM,Regular Season,Ark-Pine Bluff,Alabama State,ESPNU,0,0.043,
2014,9/19/2020,8:00 PM,Regular Season,UConn,South Florida,ESPN,1,1.36,
2014,9/20/2020,3:30 PM,Regular Season,Florida,Alabama,CBS,5.1,7.95,
2014,9/20/2020,8:00 PM,Regular Season,Clemson,Florida State,ABC,4.5,7.34,
2014,9/20/2020,7:00 PM,Regular Season,Mississippi State,LSU,ESPN,2.1,3.47,
2014,9/20/2020,12:00 PM,Regular Season,Georgia Tech,Virginia Tech,ESPN,2.1,3.14,
2014,9/20/2020,7:30 PM,Regular Season,Oklahoma,West Virginia,FOX,2,3.22,
2014,9/20/2020,10:30 PM,Regular Season,Oregon,Washington State,ESPN,2,3.18,
2014,9/20/2020,3:30 PM,Regular Season,Utah,Michigan,ABC,1.8,1.6215,
2014,9/20/2020,3:30 PM,Regular Season,Texas A&M,SMU,ABC,1.8,1.6215,
2014,9/20/2020,8:00 PM,Regular Season,Miami (FL),Nebraska,ESPN2,1,1.82,
2014,9/20/2020,3:30 PM,Regular Season,Virginia,Brigham Young,ESPN,1,1.64,
2014,9/20/2020,12:00 PM,Regular Season,Iowa,Pittsburgh,ESPNU,0.6,0.884,
2014,9/20/2020,12:00 PM,Regular Season,Bowling Green,Wisconsin,ESPN2,0.6,0.856,
2014,9/20/2020,3:30 PM,Regular Season,North Carolina,East Carolina,ESPNU,0.4,0.682,
2014,9/20/2020,7:00 PM,Regular Season,Northern Illinois,Arkansas,ESPNU,0.3,0.51,
2014,9/20/2020,4:00 PM,Regular Season,Texas State,Illinois,ESPNEWS,0.2,0.242,
2014,9/20/2020,10:30 PM,Regular Season,San Diego State,Oregon State,FS1,0.1,0.171,
2014,9/20/2020,12:00 PM,Regular Season,Western Illinois,Northwestern,ESPNEWS,0.1,0.162,
2014,9/20/2020,4:30 PM,Regular Season,Louisville,FIU,FS1,0.1,0.119,
2014,9/11/2020,9:00 PM,Regular Season,Houston,Brigham Young,ESPN,0.6,1.05,
2014,9/12/2020,8:00 PM,Regular Season,Baylor,Buffalo,ESPN,0.9,1.29,
2014,9/12/2020,7:00 PM,Regular Season,Toledo,Cincinnati,ESPNU,0.3,0.394,
2014,9/13/2020,5:00 PM,Regular Season,Georgia,South Carolina,CBS,4.1,6.77,
2014,9/13/2020,8:00 PM,Regular Season,Tennessee,Oklahoma,ABC,2.2,3.76,
2014,9/13/2020,3:30 PM,Regular Season,Arkansas,Texas Tech,ABC,2.1,3.28,
2014,9/13/2020,7:30 PM,Regular Season,Purdue,Notre Dame,NBC,1.9,3.13,
2014,9/13/2020,12:00 PM,Regular Season,Kent State,Ohio State,ABC,1.9,1.713,
2014,9/13/2020,12:00 PM,Regular Season,Boise State,UConn,ABC,1.9,1.713,
2014,9/13/2020,12:00 PM,Regular Season,East Carolina,Virginia Tech,ESPN,1.7,2.56,
2014,9/13/2020,8:00 PM,Regular Season,UCLA,Texas,FOX,1.6,2.65,
2014,9/13/2020,6:00 PM,Regular Season,Southern Mississippi,Alabama,ESPN2,1.1,1.78,
2014,9/13/2020,8:00 PM,Regular Season,USC,Boston College,ESPN,1.1,1.75,
2014,9/13/2020,3:30 PM,Regular Season,Iowa State,Iowa,ESPN,1,1.66,
2014,9/13/2020,4:00 PM,Regular Season,Illinois,Washington,FOX,0.7,1.05,
2014,9/13/2020,9:00 PM,Regular Season,Rice,Texas A&M,ESPN2,0.6,0.956,
2014,9/13/2020,7:00 PM,Regular Season,Louisiana-Monroe,LSU,ESPNU,0.4,0.709,
2014,9/13/2020,3:30 PM,Regular Season,Arkansas State,Miami (FL),ESPNU,0.3,0.432,
2014,9/13/2020,10:00 PM,Regular Season,Arizona State,Colorado,ESPNU,0.3,0.406,
2014,9/13/2020,12:00 PM,Regular Season,Indiana,Bowling Green,ESPNU,0.2,0.312,
2014,9/13/2020,4:00 PM,Regular Season,Minnesota,TCU,FS1,0.2,0.283,
2014,9/13/2020,12:00 PM,Regular Season,Syracuse,Central Michigan,ESPNEWS,0.2,0.254,
2014,9/13/2020,12:00 PM,Regular Season,Pittsburgh,FIU,FS1,0.1,0.252,
2014,9/13/2020,4:00 PM,Regular Season,Mississippi State,South Alabama,ESPNEWS,0.1,0.185,
2014,9/13/2020,8:00 PM,Regular Season,Navy,Texas State,ESPNEWS,0,0.052,
2014,9/4/2020,8:00 PM,Regular Season,Arizona,UTSA,FS1,0.3,0.425,
2014,9/5/2020,7:00 PM,Regular Season,Pittsburgh,Boston College,ESPN,1.2,1.87,
2014,9/5/2020,10:30 PM,Regular Season,Washington State,Nevada,ESPN,0.8,1.22,
2014,9/6/2020,3:30 PM,Regular Season,USC,Stanford,ABC,4.1,6.54,
2014,9/6/2020,6:30 PM,Regular Season,Michigan State,Oregon,FOX,3.5,5.98,
2014,9/6/2020,7:30 PM,Regular Season,Michigan,Notre Dame,NBC,2.7,4.63,
2014,9/6/2020,8:00 PM,Regular Season,Virginia Tech,Ohio State,ESPN,2.6,4.31,
2014,9/6/2020,12:00 PM,Regular Season,Oklahoma,Tulsa,ABC,2.1,1.893,
2014,9/6/2020,12:00 PM,Regular Season,Akron,Penn State,ABC,2.1,1.893,
2014,9/6/2020,12:00 PM,Regular Season,Missouri,Toledo,ESPN,0.8,1.23,
2014,9/6/2020,4:30 PM,Regular Season,Ole Miss,Vanderbilt,ESPN,0.7,1.13,
2014,9/6/2020,7:00 PM,Regular Season,San Jose State,Auburn,ESPN2,0.6,1.02,
2014,9/6/2020,7:00 PM,Regular Season,East Carolina,South Carolina,ESPNU,0.5,0.976,
2014,9/6/2020,12:00 PM,Regular Season,McNeese State,Nebraska,ESPNU,0.5,0.959,
2014,9/6/2020,7:30 PM,Regular Season,Brigham Young,Texas,FS1,0.5,0.91,
2014,9/6/2020,10:15 PM,Regular Season,Colorado State,Boise State,ESPN2,0.4,0.686,
2014,9/6/2020,3:30 PM,Regular Season,Ball State,Iowa,ESPN2,0.4,0.605,
2014,9/6/2020,12:00 PM,Regular Season,Kansas State,Iowa State,FS1,0.4,0.596,
2014,9/6/2020,3:30 PM,Regular Season,Ohio,Kentucky,ESPNU,0.4,0.537,
2014,9/6/2020,11:00 PM,Regular Season,Texas Tech,UTEP,FS1,0.3,0.447,
2014,9/6/2020,4:00 PM,Regular Season,Georgia Tech,Tulane,ESPNEWS,0.2,0.304,
2014,9/6/2020,10:15 PM,Regular Season,Air Force,Wyoming,ESPNU,0.2,0.262,
2014,9/6/2020,12:00 PM,Regular Season,Central Michigan,Purdue,ESPNEWS,0.2,0.223,
2014,9/6/2020,8:00 PM,Regular Season,San Diego State,North Carolina,ESPNEWS,0.1,0.026,
2014,8/27/2020,7:00 PM,Regular Season,Abilene Christian,Georgia State,ESPNU,0.2,0.287,
2014,8/28/2020,8:00 PM,Regular Season,Boise State,Ole Miss,ESPN,1.5,2.42,
2014,8/28/2020,10:00 PM,Regular Season,Rutgers,Washington State,FS1,0.3,0.394,
2014,8/28/2020,7:00 PM,Regular Season,Wake Forest,Louisiana-Monroe,ESPNU,0.1,0.168,
2014,8/29/2020,7:00 PM,Regular Season,Brigham Young,UConn,ESPN,0.7,1.08,
2014,8/29/2020,10:30 PM,Regular Season,UNLV,Arizona,ESPN,0.7,0.955,
2014,8/29/2020,9:00 PM,Regular Season,Colorado State,Colorado,FS1,0.4,0.592,
2014,8/29/2020,9:00 PM,Regular Season,UTSA,Houston,ESPNU,0.1,0.221,
2014,8/30/2020,3:30 PM,Regular Season,West Virginia,Alabama,ABC,4,3.466,
2014,8/30/2020,3:30 PM,Regular Season,California,Northwestern,ABC,4,3.466,
2014,8/30/2020,8:00 PM,Regular Season,Florida State,Oklahoma State,ABC,3.8,6.03,
2014,8/30/2020,9:00 PM,Regular Season,Wisconsin,LSU,ESPN,2.8,4.68,
2014,8/30/2020,5:30 PM,Regular Season,Clemson,Georgia,ESPN,2.3,3.95,
2014,8/30/2020,12:00 PM,Regular Season,UCLA,Virginia,ESPN,1.9,2.92,
2014,8/30/2020,3:30 PM,Regular Season,Rice,Notre Dame,NBC,1.3,2.1,
2014,8/30/2020,7:30 PM,Regular Season,Fresno State,USC,FOX,0.9,1.35,
2014,8/30/2020,8:30 AM,Regular Season,Penn State,UCF,ESPN2,0.9,1.29,
2014,8/30/2020,12:00 PM,Regular Season,Appalachian State,Michigan,ESPN2,0.9,1.29,
2014,8/30/2020,7:00 PM,Regular Season,Idaho,Florida,ESPNU,0.2,0.423,
2014,8/30/2020,12:00 PM,Regular Season,NDSU,Iowa State,FS1,0.2,0.407,
2014,8/30/2020,3:30 PM,Regular Season,Southern Dakota State,Missouri,ESPNU,0.2,0.373,
2014,8/30/2020,4:00 PM,Regular Season,William & Mary,Virginia Tech,ESPNEWS,0.1,0.278,
2014,8/30/2020,12:00 PM,Regular Season,Western Michigan,Purdue,ESPNU,0.1,0.157,
2014,8/30/2020,12:00 PM,Regular Season,Indiana State,Indiana,ESPNEWS,0.1,0.112,
2014,8/30/2020,8:00 PM,Regular Season,N.C. Central,East Carolina,ESPNEWS,0,0.081,
2014,8/31/2020,11:45 AM,Regular Season,Alabama A&M,N.C. A&T,ESPN,0.5,0.699,
2014,8/31/2020,7:30 PM,Regular Season,SMU,Baylor,FS1,0.4,0.762,
2014,9/1/2020,8:00 PM,Regular Season,Miami (FL),Louisville,ESPN,2.3,3.61,
2013,12/21/2020,3:30 PM,Bowl Game,Fresno State,USC,ABC,2.2,3.32,Las Vegas Bowl
2013,,2:00 PM,Bowl Game,Washington State,Colorado State,ESPN,1.8,2.77,New Mexico Bowl
2013,,5:30 PM,Bowl Game,Buffalo,San Diego State,ESPN,1.4,2.06,Famous Idaho Potato Bowl
2013,,9:00 PM,Bowl Game,Tulane,Louisiana,ESPN,1.3,2.07,New Orleans Bowl
