Year,School,Conference,Division,Wins,Losses,WinningPercentage,ConferenceWins,ConferenceLosses,ConferenceWinningPercentage,PointsScoredPerGame,PointsAgainstPerGame,SimpleRatingSystem,StrengthofSchedule,APPreseasonRank,APHighRank,APFinalRank,Notes
2014,Minnesota,Big Ten ,West,8,5,0.615,5,3,0.625,28.4,24.2,6.74,3.04,,22,,
2014,Nebraska,Big Ten ,West,9,4,0.692,5,3,0.625,37.8,26.4,10.26,1.72,22,11,,
2014,Iowa,Big Ten ,West,7,6,0.538,4,4,0.5,28.2,25.6,1.37,-0.4,,,,
2014,Illinois,Big Ten ,West,6,7,0.462,3,5,0.375,25.9,34,-2.53,3,,,,
2014,Northwestern,Big Ten ,West,5,7,0.417,3,5,0.375,23,25.2,0.8,1.63,,,,
2014,Purdue,Big Ten ,West,3,9,0.25,1,7,0.125,23.8,31.7,-6.33,2.01,,,,
2014,Marshall,C-USA ,East,13,1,0.929,7,1,0.875,45.6,21,12.55,-5.81,,18,23,
2014,Middle Tennessee,C-USA ,East,6,6,0.5,5,3,0.625,31.6,31.5,-3.52,-1.77,,,,
2014,Western Kentucky,C-USA ,East,8,5,0.615,4,4,0.5,44.4,39.9,1.99,-3.01,,,,
2014,Old Dominion,C-USA ,East,6,6,0.5,4,4,0.5,32.7,38,-6.1,-3.6,,,,
2014,UAB,C-USA ,East,6,6,0.5,4,4,0.5,33.2,29.9,-0.3,-2.05,,,,
2014,FIU,C-USA ,East,4,8,0.333,3,5,0.375,23,24.8,-6.95,-4.04,,,,
2014,Florida Atlantic,C-USA ,East,3,9,0.25,2,6,0.25,24,34.4,-9.68,-1.18,,,,
2014,Louisiana Tech,C-USA ,West,9,5,0.643,7,1,0.875,37.4,24.7,5.46,-1.61,,,,
2014,Rice,C-USA ,West,8,5,0.615,5,3,0.625,28.8,28.5,-0.28,-2.98,,,,
2014,UTEP,C-USA ,West,7,6,0.538,5,3,0.625,26.6,28.1,-3.18,-3.64,,,,
2014,UTSA,C-USA ,West,4,8,0.333,3,5,0.375,17.1,25.9,-8.62,-2.45,,,,
2014,North Texas,C-USA ,West,4,8,0.333,2,6,0.25,27.2,29.8,-11.91,-5.91,,,,
2014,Southern Mississippi,C-USA ,West,3,9,0.25,1,7,0.125,19,35.4,-10.91,0.17,,,,
2014,Notre Dame,Independent,,8,5,0.615,1,0,1,32.8,29.2,8.56,5.33,17,5,,
2014,Navy,Independent,,8,5,0.615,1,1,0.5,31.8,27.3,2.19,-1.5,,,,
2014,Army,Independent,,4,8,0.333,0,1,0,24.9,32.9,-12.95,-5.78,,,,
2014,Brigham Young,Independent,,8,5,0.615,0,0,,37.1,27.5,4.38,-1.32,,18,,
2014,Bowling Green,MAC ,East,8,6,0.571,5,4,0.556,30,33.5,-6.66,-5.87,,,,
2014,Ohio,MAC ,East,6,6,0.5,4,4,0.5,20.5,24.8,-9.79,-6.95,,,,
2014,Buffalo,MAC ,East,5,6,0.455,3,4,0.429,32.3,31.5,-9.34,-9.98,,,,
2014,Akron,MAC ,East,5,7,0.417,3,5,0.375,22.6,23.1,-9.23,-7.73,,,,
2014,UMass,MAC ,East,3,9,0.25,3,5,0.375,27.3,33,-12.61,-7.03,,,,
2014,Miami (OH),MAC ,East,2,10,0.167,2,6,0.25,22.3,31.8,-13.99,-5.24,,,,
2014,Kent State,MAC ,East,2,9,0.182,1,6,0.143,16.4,29,-13.04,-4.58,,,,
2014,Northern Illinois,MAC ,West,11,3,0.786,8,1,0.889,31.5,25.6,-1.06,-6.14,,,,
2014,Toledo,MAC ,West,9,4,0.692,7,1,0.875,36.6,30.5,-1.79,-6.48,,,,
2014,Western Michigan,MAC ,West,8,5,0.615,6,2,0.75,33.8,24.9,-1.79,-7.79,,,,
2014,Central Michigan,MAC ,West,7,6,0.538,5,3,0.625,26.9,25.2,-5.84,-7.61,,,,
2014,Ball State,MAC ,West,5,7,0.417,4,4,0.5,27.7,27.2,-8.35,-8.68,,,,
2014,Eastern Michigan,MAC ,West,2,10,0.167,1,7,0.125,15.2,40.9,-19.82,-4.07,,,,
2014,Boise State,Mountain West ,Mountain,12,2,0.857,7,1,0.875,39.7,26.8,10.58,-0.07,,16,16,
2014,Colorado State,Mountain West ,Mountain,10,3,0.769,6,2,0.75,33.9,25.1,5.47,-2.84,,21,,
2014,Utah State,Mountain West ,Mountain,10,4,0.714,6,2,0.75,26.9,19.7,3.63,-3.59,,,,
2014,Air Force,Mountain West ,Mountain,10,3,0.769,5,3,0.625,31.5,24.2,2.2,-4.88,,,,
2014,New Mexico,Mountain West ,Mountain,4,8,0.333,2,6,0.25,27.7,35.9,-7.8,-2.14,,,,
2014,Wyoming,Mountain West ,Mountain,4,8,0.333,2,6,0.25,21.1,32.8,-6.69,0.14,,,,
2014,San Diego State,Mountain West ,West,7,6,0.538,5,3,0.625,25,19.8,-2.1,-5.49,,,,
2014,Fresno State,Mountain West ,West,6,8,0.429,5,3,0.625,26.5,32.4,-5.52,-0.95,,,,
2014,Nevada,Mountain West ,West,7,6,0.538,4,4,0.5,29.2,27.2,-0.38,-2.14,,,,
2014,Hawaii,Mountain West ,West,4,9,0.308,3,5,0.375,20.9,26.8,-9.08,-3.62,,,,
2014,San Jose State,Mountain West ,West,3,9,0.25,2,6,0.25,19.3,29.4,-9.49,-1.99,,,,
2014,UNLV,Mountain West ,West,2,11,0.154,1,7,0.125,21.9,38.5,-16.18,-2.26,,,,
2014,Oregon,Pac-12 ,North,13,2,0.867,8,1,0.889,45.4,23.6,22.22,6.02,3,2,2,
2014,Stanford,Pac-12 ,North,8,5,0.615,5,4,0.556,27.2,16.4,12.42,4.65,11,11,,
2014,Washington,Pac-12 ,North,8,6,0.571,4,5,0.444,30.2,24.8,6.52,1.6,25,25,,
2014,California,Pac-12 ,North,5,7,0.417,3,6,0.333,38.3,39.8,2.55,5.3,,,,
2014,Oregon State,Pac-12 ,North,5,7,0.417,2,7,0.222,25.7,31.6,-1.42,4,,,,
2014,Washington State,Pac-12 ,North,3,9,0.25,2,7,0.222,31.8,38.6,-1.54,6.47,,,,
2014,Arizona,Pac-12 ,South,10,4,0.714,7,2,0.778,34.5,28.2,11.9,6.12,,8,19,
2014,Arizona State,Pac-12 ,South,10,3,0.769,6,3,0.667,36.9,27.9,13.26,4.11,19,7,12,
2014,UCLA,Pac-12 ,South,10,3,0.769,6,3,0.667,33.5,28.1,14.4,9.1,7,7,10,
2014,USC,Pac-12 ,South,9,4,0.692,6,3,0.667,35.8,25.2,14.39,5.93,15,9,20,
2014,Utah,Pac-12 ,South,9,4,0.692,5,4,0.556,31.3,24.9,9.84,5.14,,18,21,
2014,Colorado,Pac-12 ,South,2,10,0.167,0,9,0,28.5,39,-3.63,6.45,,,,
2014,Missouri,SEC ,East,11,3,0.786,7,1,0.875,27.8,21.1,12.02,4.73,24,14,14,
2014,Georgia,SEC ,East,10,3,0.769,6,2,0.75,41.3,20.7,18.84,5.07,12,6,9,
2014,Florida,SEC ,East,7,5,0.583,4,4,0.5,30.3,21.1,8.12,4.29,,,,
2014,South Carolina,SEC ,East,7,6,0.538,3,5,0.375,32.6,30.4,6.7,4.93,9,9,,
2014,Tennessee,SEC ,East,7,6,0.538,3,5,0.375,28.9,24.2,8.13,5.52,,,,
2014,Kentucky,SEC ,East,5,7,0.417,2,6,0.25,29.2,31.3,1.55,3.89,,,,
2014,Vanderbilt,SEC ,East,3,9,0.25,0,8,0,17.2,33.3,-6.97,4.11,,,,
2014,Alabama,SEC ,West,12,2,0.857,7,1,0.875,36.9,18.4,20.34,7.27,2,1,4,
2014,Mississippi State,SEC ,West,10,3,0.769,6,2,0.75,36.9,21.7,15.04,4.81,,1,11,
2014,Ole Miss,SEC ,West,9,4,0.692,5,3,0.625,28.3,16,16.8,8.11,18,3,17,record adjusted to 1-4-0 by NCAA
2014,Auburn,SEC ,West,8,5,0.615,4,4,0.5,35.5,26.7,14.99,9.06,6,2,22,
2014,LSU,SEC ,West,8,5,0.615,4,4,0.5,27.6,17.5,10.75,5.98,13,8,,
2014,Texas A&M,SEC ,West,8,5,0.615,3,5,0.375,35.2,28.1,9.96,5.72,21,6,,
2014,Arkansas,SEC ,West,7,6,0.538,2,6,0.25,31.9,19.2,14.91,7.76,,,,
2014,Georgia Southern,Sun Belt,,9,3,0.75,8,0,1,39.1,23.4,1.89,-8.19,,,,
2014,Appalachian State,Sun Belt,,7,5,0.583,6,2,0.75,35.7,27.3,-6.56,-9.9,,,,
2014,Louisiana,Sun Belt,,9,4,0.692,7,1,0.875,29.5,26,-1.57,-5.57,,,,record adjusted to 7-4-0 by NCAA
2014,Arkansas State,Sun Belt,,7,6,0.538,5,3,0.625,36.7,30.5,-3.96,-6.88,,,,
2014,Texas State,Sun Belt,,7,5,0.583,5,3,0.625,33.8,27.7,-6.43,-9.34,,,,
2014,South Alabama,Sun Belt,,6,7,0.462,5,3,0.625,22.5,26.4,-7.63,-5.16,,,,
2014,Louisiana-Monroe,Sun Belt,,4,8,0.333,3,5,0.375,20.1,26.3,-9.82,-4.57,,,,
2014,Troy,Sun Belt,,3,9,0.25,3,5,0.375,21.8,36.2,-14.67,-6.17,,,,
2014,New Mexico State,Sun Belt,,2,10,0.167,1,7,0.125,24.5,39.1,-18.48,-7.65,,,,
2014,Idaho,Sun Belt,,1,10,0.091,1,7,0.125,25,37.3,-19.67,-7.21,,,,
2014,Georgia State,Sun Belt,,1,11,0.083,0,8,0,22.7,43.3,-20.41,-4.5,,,,
2015,Clemson,ACC ,Atlantic,14,1,0.933,8,0,1,38.5,21.7,18.88,5.21,12,1,2,
2015,Florida State,ACC ,Atlantic,10,3,0.769,6,2,0.75,31.7,17.5,13.59,1.97,10,9,14,
2015,Louisville,ACC ,Atlantic,8,5,0.615,5,3,0.625,28.7,24.1,6.69,3.23,,,,
2015,NC State,ACC ,Atlantic,7,6,0.538,3,5,0.375,33.2,25.8,5.06,0.83,,,,
2015,Syracuse,ACC ,Atlantic,4,8,0.333,2,6,0.25,27.3,31,-1.51,3.91,,,,
2015,Wake Forest,ACC ,Atlantic,3,9,0.25,1,7,0.125,17.4,24.6,-3.7,3.55,,,,
2015,Boston College,ACC ,Atlantic,3,9,0.25,0,8,0,17.2,15.3,-1.73,2.11,,,,
2015,North Carolina,ACC ,Coastal,11,3,0.786,8,0,1,40.7,24.5,12.73,1.09,,8,15,
2015,Pittsburgh,ACC ,Coastal,8,5,0.615,6,2,0.75,28.2,26.1,6.32,3.78,,23,,
2015,Miami (FL),ACC ,Coastal,8,5,0.615,5,3,0.625,27.8,28.2,5.69,3.38,,,,
2015,Duke,ACC ,Coastal,8,5,0.615,4,4,0.5,31.5,25.4,2.94,-0.75,,22,,
2015,Virginia Tech,ACC ,Coastal,7,6,0.538,4,4,0.5,31,26.3,5.04,1.65,,,,
2015,Virginia,ACC ,Coastal,4,8,0.333,3,5,0.375,25.8,32.2,-0.95,4.14,,,,
2015,Georgia Tech,ACC ,Coastal,3,9,0.25,1,7,0.125,29.3,25.8,1.43,4.6,16,14,,
2015,Temple,American ,East,10,4,0.714,7,1,0.875,29.8,20.1,6.45,-1.63,,20,,
2015,South Florida,American ,East,8,5,0.615,6,2,0.75,33.6,22.9,5.88,-0.74,,,,
2015,Cincinnati,American ,East,7,6,0.538,4,4,0.5,33.8,31.2,1.19,-0.65,,,,
2015,UConn,American ,East,6,7,0.462,4,4,0.5,17.2,19.5,-3.45,-1.37,,,,
2015,East Carolina,American ,East,5,7,0.417,3,5,0.375,27.4,26,-1.27,-0.93,,,,
2015,UCF,American ,East,0,12,0,0,8,0,13.9,37.7,-18.85,-0.68,,,,
2015,Houston,American ,West,13,1,0.929,7,1,0.875,40.4,20.7,12.32,-3.04,,8,8,
2015,Navy,American ,West,11,2,0.846,7,1,0.875,36.8,21.8,11.14,-1.55,,16,18,
2015,Memphis,American ,West,9,4,0.692,5,3,0.625,40.2,27.3,6.55,0.16,,15,,
2015,Tulsa,American ,West,6,7,0.462,3,5,0.375,37.2,39.8,-4.74,-2.05,,,,
2015,Tulane,American ,West,3,9,0.25,1,7,0.125,19.7,36.3,-13.59,-2.42,,,,
2015,SMU,American ,West,2,10,0.167,1,7,0.125,27.8,45.7,-12.22,0.62,,,,
2015,Oklahoma,Big 12,,11,2,0.846,8,1,0.889,43.5,22,17.84,4.38,19,3,5,
2015,TCU,Big 12,,11,2,0.846,7,2,0.778,42.1,27.2,11.39,1.39,2,2,7,
2015,Oklahoma State,Big 12,,10,3,0.769,7,2,0.778,39.5,30.5,8.5,1.57,,4,20,
2015,Baylor,Big 12,,10,3,0.769,6,3,0.667,48.1,28.3,13.08,0.31,4,2,13,
2015,West Virginia,Big 12,,8,5,0.615,4,5,0.444,34,24.6,7.59,2.21,,23,,
2015,Texas Tech,Big 12,,7,6,0.538,4,5,0.444,45.1,43.6,3.04,2.89,,,,
2015,Texas,Big 12,,5,7,0.417,4,5,0.444,26.4,30.3,1.09,4.84,,,,
2015,Kansas State,Big 12,,6,7,0.462,3,6,0.333,29.9,31.5,1.83,2.06,,,,
2015,Iowa State,Big 12,,3,9,0.25,2,7,0.222,25,32.7,-2.14,4.28,,,,
2015,Kansas,Big 12,,0,12,0,0,9,0,15.3,46.1,-15.22,3.87,,,,
2015,Michigan State,Big Ten ,East,12,2,0.857,7,1,0.875,29.8,21.7,15.36,6.58,5,2,6,
2015,Ohio State,Big Ten ,East,12,1,0.923,7,1,0.875,35.7,15.1,20.73,3.81,1,1,4,
2015,Michigan,Big Ten ,East,10,3,0.769,6,2,0.75,31.4,16.4,16.34,4.57,,12,12,
2015,Penn State,Big Ten ,East,7,6,0.538,4,4,0.5,23.2,21.8,6.46,4.77,,,,
2015,Indiana,Big Ten ,East,6,7,0.462,2,6,0.25,36.5,37.6,2.26,3.03,,,,
2015,Rutgers,Big Ten ,East,4,8,0.333,1,7,0.125,27.1,34.9,-3.57,3.1,,,,
2015,Maryland,Big Ten ,East,3,9,0.25,1,7,0.125,24.7,34.4,-2.08,6.83,,,,
2015,Iowa,Big Ten ,West,12,2,0.857,8,0,1,30.9,20.4,10.8,1.51,,3,9,
2015,Northwestern,Big Ten ,West,10,3,0.769,6,2,0.75,19.5,18.6,7.3,4.23,,12,23,
2015,Wisconsin,Big Ten ,West,10,3,0.769,6,2,0.75,26.8,13.7,10.85,1.39,20,19,21,
2015,Nebraska,Big Ten ,West,6,7,0.462,3,5,0.375,32.8,27.8,6.56,3.94,,,,
2015,Illinois,Big Ten ,West,5,7,0.417,2,6,0.25,22.7,23.3,1.18,3.26,,,,
2015,Minnesota,Big Ten ,West,6,7,0.462,2,6,0.25,22.5,25.2,2.46,4.84,,,,
2015,Purdue,Big Ten ,West,2,10,0.167,1,7,0.125,25.1,36.5,-5.92,4.41,,,,
2015,Western Kentucky,C-USA ,East,12,2,0.857,8,0,1,44.3,25.9,9.62,-4.02,,24,24,
2015,Marshall,C-USA ,East,10,3,0.769,6,2,0.75,31.3,17.8,1.84,-8.24,,,,
2015,Middle Tennessee,C-USA ,East,7,6,0.538,6,2,0.75,34,26.6,-2.71,-4.09,,,,
2015,FIU,C-USA ,East,5,7,0.417,3,5,0.375,25.5,29.8,-8.79,-8.12,,,,
2015,Old Dominion,C-USA ,East,5,7,0.417,3,5,0.375,24.3,35.8,-15.4,-6.9,,,,
2015,Florida Atlantic,C-USA ,East,3,9,0.25,3,5,0.375,22.5,28.8,-11.49,-4.74,,,,
2015,Charlotte,C-USA ,East,2,10,0.167,,,,17.5,36.3,-19.53,-7.03,,,,
2015,Southern Mississippi,C-USA ,West,9,5,0.643,7,1,0.875,39.9,25.6,2.13,-6.22,,,,
2015,Louisiana Tech,C-USA ,West,9,4,0.692,6,2,0.75,37.5,26.8,1.83,-5.94,,,,
2015,Rice,C-USA ,West,5,7,0.417,3,5,0.375,26.1,35.8,-11.63,-7.05,,,,
2015,UTEP,C-USA ,West,5,7,0.417,3,5,0.375,20.7,32.9,-15.45,-8.11,,,,
2015,UTSA,C-USA ,West,3,9,0.25,3,5,0.375,22.6,33.8,-14.27,-6.27,,,,
2015,North Texas,C-USA ,West,1,11,0.083,1,7,0.125,15.2,41.3,-20.99,-2.91,,,,
2015,Notre Dame,Independent,,10,3,0.769,,,,34.2,24.1,14.33,6.1,11,4,11,
2015,Brigham Young,Independent,,9,4,0.692,,,,33.7,22.8,7.51,0.66,,19,,
2015,Army,Independent,,2,10,0.167,,,,22.1,27.8,-11.82,-5.9,,,,
2015,Bowling Green,MAC ,East,10,4,0.714,7,1,0.875,42.2,28.9,8.09,-0.34,,,,
2015,Akron,MAC ,East,8,5,0.615,5,3,0.625,23.9,21.5,-0.37,-4.44,,,,
2015,Ohio,MAC ,East,8,5,0.615,5,3,0.625,27.5,25.3,-0.46,-3.69,,,,
2015,Buffalo,MAC ,East,5,7,0.417,3,5,0.375,26.7,27.6,-5.4,-4.56,,,,
2015,Kent State,MAC ,East,3,9,0.25,2,6,0.25,13.1,26.1,-11.29,-1.96,,,,
2015,UMass,MAC ,East,3,9,0.25,2,6,0.25,22.2,31.4,-10.76,-2.6,,,,
2015,Miami (OH),MAC ,East,3,9,0.25,2,6,0.25,17.9,32,-12.02,-3.11,,,,
2015,Toledo,MAC ,West,10,2,0.833,6,2,0.75,35,20.8,10.16,-1.51,,19,,
2015,Western Michigan,MAC ,West,8,5,0.615,6,2,0.75,36,28.3,4.77,-0.08,,,,
2015,Central Michigan,MAC ,West,7,6,0.538,6,2,0.75,25.8,22,0.59,-1.8,,,,
2015,Northern Illinois,MAC ,West,8,6,0.571,6,2,0.75,31.1,27.6,1.55,-1.95,,,,
2015,Ball State,MAC ,West,3,9,0.25,2,6,0.25,23.1,35.8,-10.66,-1.16,,,,
2015,Eastern Michigan,MAC ,West,1,11,0.083,0,8,0,25.4,42.1,-18.16,-3.83,,,,
2015,Air Force,Mountain West ,Mountain,8,6,0.571,6,2,0.75,33.8,25.5,0.36,-3.14,,,,
2015,Boise State,Mountain West ,Mountain,9,4,0.692,5,3,0.625,39.1,20.2,6.03,-4.66,23,20,,
2015,Colorado State,Mountain West ,Mountain,7,6,0.538,5,3,0.625,29.6,27.2,-5.09,-5.78,,,,
2015,New Mexico,Mountain West ,Mountain,7,6,0.538,5,3,0.625,29.9,28.4,-6.61,-5.84,,,,
2015,Utah State,Mountain West ,Mountain,6,7,0.462,5,3,0.625,29,26.7,-1.23,-1.92,,,,
2015,Wyoming,Mountain West ,Mountain,2,10,0.167,2,6,0.25,19,34,-17.03,-3.53,,,,
2015,San Diego State,Mountain West ,West,11,3,0.786,8,0,1,32.1,16.4,6.26,-6.02,,,,
2015,Nevada,Mountain West ,West,7,6,0.538,4,4,0.5,26.2,26.8,-6.26,-6.11,,,,
2015,San Jose State,Mountain West ,West,6,7,0.462,4,4,0.5,27.9,27.2,-4.98,-4.37,,,,
2015,Fresno State,Mountain West ,West,3,9,0.25,2,6,0.25,22.3,38.1,-12.12,-1.79,,,,
2015,UNLV,Mountain West ,West,3,9,0.25,2,6,0.25,28.6,33.7,-10.42,-3.33,,,,
2015,Hawaii,Mountain West ,West,3,10,0.231,0,8,0,17.6,35.6,-14.63,-2.71,,,,
2015,Stanford,Pac-12 ,North,12,2,0.857,8,1,0.889,37.8,22.6,18.81,5.17,21,3,3,
2015,Oregon,Pac-12 ,North,9,4,0.692,7,2,0.778,43,37.5,11.05,4.74,7,7,19,
2015,Washington State,Pac-12 ,North,9,4,0.692,6,3,0.667,31.5,27.7,6.55,1.48,,20,,
2015,California,Pac-12 ,North,8,5,0.615,4,5,0.444,37.9,30.7,9.54,4.92,,20,,
2015,Washington,Pac-12 ,North,7,6,0.538,4,5,0.444,30.6,18.8,9.73,4.27,,,,
2015,Oregon State,Pac-12 ,North,2,10,0.167,0,9,0,19,37,-7.66,5.51,,,,
2015,Utah,Pac-12 ,South,10,3,0.769,6,3,0.667,30.6,22.3,11.39,4.32,,3,17,
2015,USC,Pac-12 ,South,8,6,0.571,6,3,0.667,33.9,25.7,11.53,7.39,8,6,,
2015,UCLA,Pac-12 ,South,8,5,0.615,5,4,0.556,32.2,26,8.73,4.27,13,7,,
2015,Arizona State,Pac-12 ,South,6,7,0.462,4,5,0.444,34.6,33.5,4.91,4.45,15,15,,
2015,Arizona,Pac-12 ,South,7,6,0.538,3,6,0.333,37.4,35.8,1.27,1.12,22,16,,
2015,Colorado,Pac-12 ,South,4,9,0.308,1,8,0.111,24.6,27.5,-3.51,1.33,,,,
2015,Florida,SEC ,East,10,4,0.714,7,1,0.875,23.2,18.3,9.65,4.94,,8,25,
2015,Georgia,SEC ,East,10,3,0.769,5,3,0.625,26.3,16.9,8.98,1.83,9,7,,
2015,Tennessee,SEC ,East,9,4,0.692,5,3,0.625,35.2,20,13.94,3.1,25,22,22,
2015,Kentucky,SEC ,East,5,7,0.417,2,6,0.25,24.7,27.4,-4.09,0.41,,,,
2015,Vanderbilt,SEC ,East,4,8,0.333,2,6,0.25,15.2,21,-2.27,4.23,,,,
2015,Missouri,SEC ,East,5,7,0.417,1,7,0.125,13.6,16.2,0.2,3.04,24,21,,
2015,South Carolina,SEC ,East,3,9,0.25,1,7,0.125,21.9,27.5,-2.18,3.74,,,,
2015,Alabama,SEC ,West,14,1,0.933,7,1,0.875,35.1,15.1,23.72,7.46,3,1,1,
2015,Ole Miss,SEC ,West,10,3,0.769,6,2,0.75,40.8,22.6,14.42,4.42,17,3,10,
2015,LSU,SEC ,West,9,3,0.75,5,3,0.625,32.8,24.3,15.04,6.79,14,4,16,
2015,Arkansas,SEC ,West,8,5,0.615,5,3,0.625,35.9,27.4,12.79,6.02,18,18,,
2015,Mississippi State,SEC ,West,9,4,0.692,4,4,0.5,34.4,23.2,13.59,4.74,,20,,
2015,Texas A&M,SEC ,West,8,5,0.615,4,4,0.5,27.8,22,9.4,4.47,,9,,
2015,Auburn,SEC ,West,7,6,0.538,2,6,0.25,27.5,26,7.16,5.39,6,6,,
2015,Appalachian State,Sun Belt,,11,2,0.846,7,1,0.875,36.7,19.1,5.05,-7.34,,,,
2015,Georgia Southern,Sun Belt,,9,4,0.692,6,2,0.75,36.5,23.5,5.27,-5.42,,,,
2015,Arkansas State,Sun Belt,,9,4,0.692,8,0,1,40,30.2,0.74,-6.26,,,,
2015,Georgia State,Sun Belt,,6,7,0.462,5,3,0.625,26.9,28.3,-7.61,-7.15,,,,
2015,South Alabama,Sun Belt,,5,7,0.417,3,5,0.375,25,37.3,-11.31,-3.72,,,,
2015,Idaho,Sun Belt,,4,8,0.333,3,5,0.375,30.3,42.1,-13.24,-4.57,,,,
2015,Louisiana,Sun Belt,,4,8,0.333,3,5,0.375,26.4,31.8,-12.46,-7.38,,,,
2015,Troy,Sun Belt,,4,8,0.333,3,5,0.375,27.9,28.3,-7.26,-4.68,,,,
2015,New Mexico State,Sun Belt,,3,9,0.25,3,5,0.375,28.6,45,-15.79,-5.29,,,,
2015,Texas State,Sun Belt,,3,9,0.25,2,6,0.25,26.9,39.2,-14.24,-5.16,,,,
2015,Louisiana-Monroe,Sun Belt,,2,11,0.154,1,7,0.125,21,36.5,-16.72,-4.42,,,,
2016,Clemson,ACC ,Atlantic,14,1,0.933,7,1,0.875,39.2,18,20.08,6.55,2,1,1,
2016,Louisville,ACC ,Atlantic,9,4,0.692,7,1,0.875,42.5,23.8,11.87,2.1,19,3,21,
2016,Florida State,ACC ,Atlantic,10,3,0.769,5,3,0.625,35.1,25,15.01,6.16,4,2,8,
2016,NC State,ACC ,Atlantic,7,6,0.538,3,5,0.375,27,22.8,7.49,3.49,,,,
2016,Wake Forest,ACC ,Atlantic,7,6,0.538,3,5,0.375,20.4,22.2,0.73,1.8,,,,
2016,Boston College,ACC ,Atlantic,7,6,0.538,2,6,0.25,20.4,25,0.58,0.5,,,,
2016,Syracuse,ACC ,Atlantic,4,8,0.333,2,6,0.25,25.7,38.6,-4.51,4.57,,,,
2016,Virginia Tech,ACC ,Coastal,10,4,0.714,6,2,0.75,35,22.8,11,2.43,,16,16,
2016,Miami (FL),ACC ,Coastal,9,4,0.692,5,3,0.625,34.3,18.5,13.36,2.82,,10,20,
2016,North Carolina,ACC ,Coastal,8,5,0.615,5,3,0.625,32.3,24.9,8.25,1.79,22,15,,
2016,Pittsburgh,ACC ,Coastal,8,5,0.615,5,3,0.625,40.9,35.2,8.12,3.51,,22,,
2016,Georgia Tech,ACC ,Coastal,9,4,0.692,4,4,0.5,28.2,24.5,7.13,2.9,,,,
2016,Duke,ACC ,Coastal,4,8,0.333,1,7,0.125,23.3,28.2,-1.36,3.39,,,,
2016,Virginia,ACC ,Coastal,2,10,0.167,1,7,0.125,22.5,33.8,-8.25,1.84,,,,
2016,Temple,American ,East,10,4,0.714,7,1,0.875,32.4,18.4,8.97,-3.32,,23,,
2016,South Florida,American ,East,11,2,0.846,7,1,0.875,43.8,31.6,7.83,-2.7,,19,19,
2016,UCF,American ,East,6,7,0.462,4,4,0.5,28.8,24.6,-0.01,-1.86,,,,
2016,Cincinnati,American ,East,4,8,0.333,1,7,0.125,19.3,26.9,-9.17,-1.58,,,,
2016,UConn,American ,East,3,9,0.25,1,7,0.125,14.8,28.1,-13.3,-2.55,,,,
2016,East Carolina,American ,East,3,9,0.25,1,7,0.125,27,36.1,-9.69,-0.11,,,,
2016,Navy,American ,West,9,5,0.643,7,1,0.875,37.9,31,3.59,-0.84,,20,,
2016,Tulsa,American ,West,10,3,0.769,6,2,0.75,42.5,29.8,6.91,-3.71,,,,
2016,Houston,American ,West,9,4,0.692,5,3,0.625,35.8,23.5,5.44,-1.95,15,6,,
2016,Memphis,American ,West,8,5,0.615,5,3,0.625,38.8,28.8,2.96,-1.11,,,,
2016,SMU,American ,West,5,7,0.417,3,5,0.375,27.7,36.3,-4.84,-0.34,,,,
2016,Tulane,American ,West,4,8,0.333,1,7,0.125,24.1,27.7,-6.54,-2.21,,,,
2016,Oklahoma,Big 12,,11,2,0.846,9,0,1,43.9,28.8,14.98,3.6,3,3,5,
2016,Oklahoma State,Big 12,,10,3,0.769,7,2,0.778,38.6,26.5,11.16,1.7,21,10,11,
2016,West Virginia,Big 12,,10,3,0.769,7,2,0.778,31.2,24,9.57,2.03,,10,18,
2016,Kansas State,Big 12,,9,4,0.692,6,3,0.667,32.2,22.3,8.09,1.33,,,,
2016,TCU,Big 12,,6,7,0.462,4,5,0.444,31,28,2.63,1.47,13,13,,
2016,Baylor,Big 12,,7,6,0.538,3,6,0.333,34.6,29,3.01,0.39,23,8,,
2016,Texas,Big 12,,5,7,0.417,3,6,0.333,31.9,31.5,1.75,2.42,,11,,
2016,Texas Tech,Big 12,,5,7,0.417,3,6,0.333,43.7,43.5,1.34,1.5,,,,
2016,Iowa State,Big 12,,3,9,0.25,2,7,0.222,27.7,31.3,-4.43,1.65,,,,
2016,Kansas,Big 12,,2,10,0.167,1,8,0.111,20.3,37.3,-10.65,2.52,,,,
2016,Penn State,Big Ten ,East,11,3,0.786,8,1,0.889,37.6,25.4,15.72,5.44,,5,7,
2016,Ohio State,Big Ten ,East,11,2,0.846,8,1,0.889,39.4,15.5,18.82,6.59,6,2,6,
2016,Michigan,Big Ten ,East,10,3,0.769,7,2,0.778,40.3,14.1,17.56,4.79,7,2,10,
2016,Indiana,Big Ten ,East,6,7,0.462,4,5,0.444,25.8,27.2,1.38,2.69,,,,
2016,Maryland,Big Ten ,East,6,7,0.462,3,6,0.333,25.8,29.5,0.07,1.6,,,,
2016,Michigan State,Big Ten ,East,3,9,0.25,1,8,0.111,24.1,27.8,-1.79,4.29,12,8,,
2016,Rutgers,Big Ten ,East,2,10,0.167,0,9,0,15.7,37.5,-6.97,4.95,,,,
2016,Wisconsin,Big Ten ,West,11,3,0.786,7,2,0.778,28.4,15.6,15.3,5.3,,5,9,
